 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
429663,199902,1201-1800,ZNY.ARTCC,NY,,,,,,,,,Dusk,CLR,,Center ZNY.ARTCC,Air Carrier,A300,,2,Part 121,IFR,Passenger,FMS Or FMC,Cruise,Oceanic,Class A ZNY.A,,,,,,,,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 27; Flight Attendant Total 27; Flight Attendant Type 50,Service,,,,429663,Aircraft X,,,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,General None Reported / Taken,,,"PAX SEATED IN ROW A HAD WORDS WITH PAX IN ROW B. PAX IN ROW A BECAME VERBALLY AND PHYSICALLY ABUSIVE TO PAX IN ROW B. PAX IN ROW A HAD BEEN SUBDUED AND WAS STANDING AT SEAT XA. SHE THEN REACHED IN TO INSERT AND WITHDREW A SILVERWARE KNIFE. SHE HELD KNIFE IN HER FIST AND STARTED TOWARDS PAX IN ROW B. I STEPPED BTWN THEM AND TRIED TO DISARM THIS WOMAN (IN ROW A). MALE #3 FLT ATTENDANT THEN CAME TO ASSIST WITH #8 FLT ATTENDANT. WOMAN IN ROW A SEEMED TO CALM DOWN AND THEN SHE PUSHED PAST BOTH FLT ATTENDANTS AND PUSHED ME BACKWARDS OVER SEATS AT ROW A. FLT ATTENDANT #8 WENT TO COCKPIT AND HAD FO COME BACK. THE FO SUBDUED THE PAX AND TOLD HER TO SIT IN ROW D AND NOT TO GET UP OR SPEAK TO ANYONE OR SHE WOULD BE HANDCUFFED. THE PORT AUTH POLICE MET THE FLT AND ARPT SECURITY. I DON'T THINK THERE WAS ANY WAY TO PREVENT THIS TYPE OF BEHAVIOR. MOST PAX ARE NOT THAT VERBALLY OR PHYSICALLY ABUSIVE. I DON'T THINK I DID ANYTHING WRONG IN STEPPING BTWN THE PAX AND TRYING TO GET THE UTENSIL FROM HER. SHE COULD HAVE DONE SERIOUS DAMAGE TO THE OTHER PAX. MAYBE WE SHOULD ONLY HAVE PLASTIC UTENSILS ON BOARD ACFT INSTEAD OF METAL.",,,,"FLT ATTENDANT RPT REGARDING A PAX WHO BECAME PHYSICALLY AND VERBALLY ABUSIVE TOWARD ANOTHER PAX ABOARD AN A300 ACFT AT CRUISE. SHE TOOK A KNIFE FROM THE CART AND STARTED TOWARDS THE OTHER PAX. THE RPTR STEPPED BTWN THE TWO WHILE ANOTHER FLT ATTENDANT DISARMED THE ABUSIVE PAX. POLICE AND ARPT SECURITY MET THE ACFT.",
430614,199901,0601-1200,BDL.Airport,CT,,,7000,,,Mixed,,,Daylight,,,TRACON BDL.TRACON,Air Carrier,B757-200,,2,Part 121,IFR,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climb,,Class E BDL.E,,,,,,,High,181,181,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 7; Flight Attendant Total 10; Flight Attendant Type 70,,,,,430614,Aircraft X,,,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,Flight Crew Landed As Precaution,Weather,Ambiguous,"PAX BECAME VERY UPSET; WANTED OFF THE AIRPLANE. I HEARD A DISTURBANCE IN THE XA L/R DOOR AREA. I GOT OUT OF MY JUMP SEAT. I SAW FLT ATTENDANT #3 TRYING TO KEEP PAX FROM COMING FORWARD TO THE FIRST CLASS CABIN. THIS PAX APPEARED TO HAVE A MENTAL HANDICAP. I THOUGHT THIS SIT PRESENTED A SECURITY ISSUE ON OUR FLT. I ENTERED COCKPIT AND INFORMED THE CAPT. WE DECIDED LNDG AND REMOVING PAX WOULD BE BEST. AFTER THE PAX WAS TOLD THAT WE WERE RETURNING; HE CALMED DOWN AND WAS NOT A THREAT TO CREW OR PAX.",,,,"FLT ATTENDANT RPT REGARDING A PAX ON BOARD A B757-200 WHO DECIDED HE NEEDED TO GET OFF THE ACFT AFTER DEP. THE SEAT BELT SIGN WAS STILL ON BUT HE TRIED TO MOVE FORWARD AND WAS DETAINED BY ANOTHER FLT ATTENDANT. CAPT WAS INFORMED AND DECIDED IT BEST TO RETURN AND REMOVE THE PAX.",
430619,199902,0601-1200,ZNY.ARTCC,NY,,,,,,VMC,,,Daylight,,,Center ZNY.ARTCC,Air Carrier,DC-10 10,,3,Part 121,IFR,Passenger,,Cruise,Oceanic,Class A ZNY.A,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 30; Flight Attendant Total 30; Flight Attendant Type 90,Service,,,,430619,Aircraft X,,,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,,Weather,Ambiguous,"WHILE I WAS PICKING UP TRAYS IN COACH; THE PAX SAID SHE WANTED ANOTHER MEAL. I SAID THAT THE OTHER FLT ATTENDANT WAS JUST ABOUT FINISHED AND THAT I COULD OFFER THEM ANOTHER MEAL. THAT'S WHEN SHE SAID SHE WOULD PAY FOR IT AND STARTED SWEARING AND THREATENING TO HIT ME. THE CAPT WAS RELUCTANT TO BECOME INVOLVED; AND REQUEST THE AUTHS TO MEET THE FLT; UNTIL THE REST OF THE CREW PLEADED AND URGED THAT HE DO SO. HE ASKED IF THE PAX HAD STRUCK ME YET BEFORE HE CONSIDERED HELPING. I WAS COMPLETELY DISILLUSIONED WITH THIS CREW MEMBER; NOT TO MENTION THAT I KNEW I COULD NOT COMPLETELY DEPEND ON THIS MAN IN AN EMER. IF I'VE LEARNED ANYTHING IN THE LAST 10 YRS OR SO; IT IS THAT IT'S BEEN OPEN SEASON ON FLT ATTENDANTS AND THAT IF WE ALLOW PAX TO VERBALLY ABUSE AND THREATEN TO STRIKE US AND NOT FOLLOW UP BY RPTING THE INCIDENT IMMEDIATELY; THEN WE'VE SET THE FLT ATTENDANTS BACK YRS. THE WOMAN INVOLVED THREATENED PHYSICAL VIOLENCE AND WAS VULGAR AND ABUSIVE AND NEVER STOPPED YELLING; EVEN WHEN THE POLICE AND SECURITY QUESTIONED HER. I'D LIKE TO KNOW; WAS I WRONG IN ASSUMING THAT THE CAPT SHOULD HAVE BEEN WILLING TO ASSIST? AND IF I'M NOT; WAS THIS CAPT INFORMED AS MUCH? CALLBACK CONVERSATION WITH RPTR REVEALED THE FOLLOWING INFO: RPTR STATES THAT THE ENTIRE CREW WAS ANNOYED THAT THE CAPT WOULD NOT ACT. IT SEEMED THAT HE WAS WAITING FOR A FLT ATTENDANT TO BE ACTUALLY PHYSICALLY ATTACKED BEFORE HE WOULD ACT. IT TOOK THE INPUT OF THE CABIN ATTENDANTS TO FORCE HIM TO CONTACT SECURITY. SHE HAS HEARD THAT THIS PAX WILL NO LONGER BE ALLOWED TO FLY ON COMPANY ACFT. THE CAPT LATER APOLOGIZED TO RPTR AND WHEN ASSIGNED ON ANOTHER FLT HE APOLOGIZED AGAIN. RPTR WAS GRATIFIED AT HIS COMMENTS BUT FELT THE SIT WAS VERY DEMEANING; AND A POOR EXAMPLE OF CABIN/COCKPIT RESPECT.",,,,"FLT ATTENDANT RPT REGARDING A PAX WHO BECAME VERY VOLATILE; VERBALLY ABUSIVE AND THREATENED TO HIT THE FLT ATTENDANT. THE CAPT WAS RELUCTANT TO CONTACT AUTHS TO MEET THE PLANE. HE FINALLY DID WHEN THE REST OF THE CABIN CREW PREVAILED UPON HIM.",
431620,199903,0601-1200,ANC.Airport,AK,,0,0,,,,,,Daylight,,,Tower ANC.Tower,Air Carrier,B737 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi,,,,,Y,Y,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Pilot Not Flying; Captain,Flight Crew Flight Engineer; Flight Crew Flight Instructor; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Flight Crew Last 90 Days 200; Flight Crew Total 12000; Flight Crew Type 1500,,,,,43162,Aircraft X,,Air Carrier,Pilot Flying; First Officer,Flight Crew Commercial; Flight Crew Instrument; Flight Crew Multiengine,Flight Crew Last 90 Days 240; Flight Crew Total 8000; Flight Crew Type 2000,,,,,431485,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,General None Reported / Taken,Human Factors,Human Factors,"WE WERE INFORMED AT COMPLETION OF FLT THAT AN FAA EMPLOYEE; RIDING JUMP; SEAT OBSERVED PEOPLE STANDING DURING PUSH. WE HAD CONFIRMATION FROM FLT ATTENDANT THAT 'ALL SEATED; CABIN SECURE' BUT SOMEBODY WAS IN A LAVATORY AND MOVED BACK TO SEAT DURING THE PUSH.",,,,"A B737 DURING PUSHBACK HAD A PAX EXIT THE LAVATORY AND MOVE BACK TO A SEAT.",
431677,199903,1801-2400,MIA.Airport,FL,,0,0,,,VMC,,,Night,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,High,188,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 9; Flight Attendant Total 9; Flight Attendant Type 40,Boarding,,,,431677,Aircraft X,,,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,,Weather,Ambiguous,"THE SIT AROSE WHEN A PAX ON OUR FLT TO CCS BECAME IRATE WHEN HE WAS ASKED TO CHK HIS ROLLER BOARD SUITCASE. WE WERE INFORMED BY THE AFT FLT ATTENDANTS THAT ALL OVERHEAD BINS WERE FULL. HE WAS VERBALLY ABUSIVE TO OUR PURSER; EXTREMELY INSULTING AND WOULD NOT COMPLY WITH HER REQUESTS. WE ENDED UP WANTING HIM REMOVED FROM THE FLT BECAUSE OF HOW SCARY HE BECAME BUT THE CAPT LET HIM PUT HIS SUITCASE UNDER A SEAT AND HE WAS LEFT ON BOARD. WE MOVED OTHER PAX TO ACCOMMODATE HIS SUITCASE. CARRY-ON LUGGAGE SEEMS TO BE OUR #1 PROB WITH PAX. THEY WON'T COMPLY WITH THE RULES WITHOUT A CONFRONTATION FIRST. OUR SOUTH AMERICAN AND CENTRAL AMERICAN PAX SEEM TO BE THE WORST ABOUT UNDERSTANDING AND COMPLYING WITH OUR LUGGAGE REGS. EVERYONE WANTS TO PUT THEIR SUITCASES PILED IN THE CLOSETS OR AT THEIR FEET. THE SIT IS NOT UNDER CTL WHERE CARRY-ON BAGS ARE CONCERNED. EVEN THE '2 BAG ONLY' RULE DOESN'T SEEM TO WORK WHEN PURSES; BRIEFCASES; COMPUTERS; ETC; DON'T COUNT. PEOPLE DON'T WANT TO SEPARATE FROM THEIR BELONGINGS. WHAT DO WE DO WHEN WE ARE LEFT AT FL300 FOR 3 HRS WITH VERBALLY ABUSIVE PAX?",,,,"FLT ATTENDANT RPT REGARDING A PAX WHO WOULD NOT COMPLY WITH REQUESTS TO CHK HIS ROLLER BOARD SUITCASE. HE INSISTED ON STORING IT UNDER HIS SEAT BECAUSE ALL THE OVERHEAD BINS WERE FILLED. HE WAS VERBALLY ABUSIVE AND FLT ATTENDANTS REQUESTED THAT HE BE REMOVED FROM THE FLT. THE CAPT WOULD NOT DO SO AND OTHER PAX HAD TO BE MOVED TO ACCOMMODATE HIM.",
431724,199902,1801-2400,ZME.ARTCC,TN,,,,,,,,,Night,CLR,,Center ZME.ARTCC,Air Carrier,Fokker 100,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZME.A,,,,,,,Medium,89,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 6; Flight Attendant Total 6; Flight Attendant Type 10,Service,,,,431724,Aircraft X,,Air Carrier,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,,,General None Reported / Taken,,,"PAX STOLE ALCOHOL OUT OF FIRST CLASS AND THEN WAS VERBALLY ABUSIVE TO CREW.",,,,"FLT ATTENDANT RPTR CAUGHT VERBALLY ABUSIVE PAX STEALING LIQUOR OUT OF FIRST CLASS.",
431916,199901,0601-1200,DEN.Airport,CO,,0,0,,,VMC,,,Daylight,,,,Air Carrier,MD-80 Series (DC-9-80) Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,High,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 11; Flight Attendant Total 11; Flight Attendant Type 90,Boarding,,,,431916,Aircraft X,,,Passenger,,,,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,,Weather,Ambiguous,"PAX A AND PAX B WERE COMING DOWN THE JETBRIDGE WITH MANY SHOPPING BAGS EACH -- PROBABLY 4 EACH. WE WERE VERY CLOSE TO DEP TIME. THE #1 FLT ATTENDANT HAD ALREADY CALLED THE GATE AGENTS TWICE TO TELL THEM WE HAVE NO MORE STOWAGE EXCEPT UNDERSEAT STOWAGE; PRIOR TO THESE 2 PAX COMING DOWN THE JETBRIDGE. AS THEY ARE COMING DOWN THE JETBRIDGE WITH THE AGENT; I AGAIN INFORMED EVERYONE 'WE HAVE NO STOWAGE LEFT EXCEPT UNDER SEAT.' I AM NOW STANDING IN FORWARD AREA WITH FLT ATTENDANT #1 AND WE ARE HEARING THESE 2 WOMEN SCREAMING AT THE TOP OF THEIR LUNGS (SOMETIMES ITALIAN; SOMETIMES ENGLISH). BOTH WOMEN PROCEEDED TO TOSS ALL THEIR BAGS IN THE FORWARD ENTRY AREA CLOSET. I SAID TO BOTH OF THEM; 'YOU CAN'T STOW THOSE BAGS IN THERE; WE CAN'T STACK BAGS.' THEN MS A CUTS ME OFF SAYING SOMETHING TO THE EFFECT OF; 'WE DON'T HAVE TO LISTEN TO YOU; WE'RE NOT CHKING THESE BAGS; THEY'RE BREAKABLE.' THEN MS A INSTRUCTS MS B TO LEAVE HER BAGS IN THE CLOSET AND SHE (MS B) DOESN'T HAVE TO LISTEN TO US. THEY WANTED TO PROCEED TO THEIR SEATS. I TOLD THEM THEY WEREN'T LISTENING TO WHAT I WAS SAYING. THEY (ESPECIALLY MS A) WERE OVERTALKING; SHOUTING AT ME AND THE #1 FLT ATTENDANT. A MALE AGENT WAS STANDING BEHIND MS B AND THE AGENT SAID SOMETHING TO HER. THE NEXT THING I KNOW; MS B SCREAMS AT THE AGENT 'DON'T TOUCH ME' AND SHOVES THE MALE AGENT. THE #1 FLT ATTENDANT AND I CALLED TO THE CAPT AT THE SAME TIME. AS SOON AS MS A SAW THE CAPT THERE WAS A TRANSFORMATION IN ATTITUDE. I LEFT THE SCENE AFTER I TOLD THE CAPT THEY BOTH SHOULD BE REMOVED; THEY INTERFERED WITH FLT ATTENDANT DUTIES AND WERE VERBALLY OUT OF CTL. THE CAPT ALLOWED MS A TO STAY ON ACFT WITH HER 4 BAGS AND HAD TO HAVE AGENTS CALL POLICE TO HAVE MS B REMOVED.",,,,"FLT ATTENDANT RPT REGARDING 2 PAX WHO WERE BOARDING CLOSE TO DEP WHEN NO OVERHEAD SPACE WAS LEFT. THEY BOTH CARRIED ABOUT 4 SHOPPING BAGS AND SCREAMED THAT THEY WOULD NOT ALLOW THEM TO BE CHKED AS THEY WERE BREAKABLE. A GATE AGENT SAID SOMETHING TO ONE OF THEM AND SHE SHOUTED 'DON'T TOUCH ME' AND SHOVED HIM. THE CAPT WAS CALLED AND HE ALLOWED ONE TO STAY AND REMOVED THE OTHER PAX.",
432079,199903,0001-0600,,FO,,,,,,,,,Night,CLR,,Center SVZM.ARTCC,Air Carrier,B767-300 and 300 ER,,3,Part 121,IFR,Passenger,,Cruise,Oceanic,Class A SVZM.A,,,,,,,Medium,164,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 9; Flight Attendant Total 9; Flight Attendant Type 95,Service,,,,432079,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Other / Unknown; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,,Human Factors,Ambiguous,"FLT ATTENDANT #1 WAS DOING OUR SECOND SVC. I HAD JUST GIVEN THE PAX HIS MEAL BECAUSE I WAS IN FRONT OF XXX. I WAS A COUPLE OF ROWS IN FRONT OF HER WHEN SHE SAID; '...I NEED YOUR HELP;' SO I TURNED AROUND TO SEE WHAT SHE NEEDED. SHE STARTED TELLING ME SHE WAS HAVING A PROB WITH THIS PAX. SHE TOLD ME THAT SHE ASKED HIM WHAT HE WANTED TO DRINK AND HE TOLD HER SHE NEEDED TO SPEAK TO HIM IN ENGLISH. AS I'M STANDING THERE; HE WAS SAYING THAT SHE WAS NOT A GOOD FLT ATTENDANT AND THAT SHE SHOULDN'T BE DOING THIS JOB AND HE WAS GETTING LOUD. I TOLD HIM THAT HE SHOULDN'T SPEAK TO HER THAT WAY. HE TOLD ME HE WANTED MY NAME AND I TOLD HIM I WOULDN'T GIVE HIM MY NAME. I WENT AND TORE THE ADDRESS OUT OF THE MAGAZINE; IF HE HAD A COMPLAINT HE COULD WRITE ACR X; BUT I WOULD NOT GIVE HIM MY NAME.",,,,"FLT ATTENDANT RPTR ON B767-300ER FROM GRU-JFK RPTED INCIDENT WITH LOUD PAX UPSET WITH FLT ATTENDANT FOR NOT SPEAKING ENGLISH.",
432084,199903,0601-1200,DFW.Airport,TX,,0,0,,,VMC,,,Daylight,,,,Air Carrier,B757 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parked,,,,,,,,,High,188,188,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 12; Flight Attendant Total 12; Flight Attendant Type 40,,,,,432084,Aircraft X,,,Passenger,,,Boarding,,,,,Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,,Weather,Ambiguous,"PAX CAME TO AFT GALLEY DURING BOARDING PROCESS TO PURCHASE AN ALCOHOLIC BEVERAGE. I INFORMED HIM THAT WE DON'T SELL ALCOHOL ON THE GND DURING BOARDING; BUT I DID OFFER WATER OR SODA. HE DECLINED OFFER; STARTED GIVING ME A HARD TIME ABOUT NOT GIVING HIM A DRINK -- WAS CALLING ME NAMES. I ADVISED HIM THAT THIS WAS OUR PROC; AND THAT IF HE DIDN'T LIKE IT THAT HE COULD GET OFF THE PLANE AND FIND ANOTHER WAY TO HIS DEST. HE SMELLED STRONGLY OF ALCOHOL; AND I NOTICED THAT HIS SEAT WAS THE 'F' SEAT (WINDOW) AT THE EMER EXIT ROW. I INFORMED THE #1 FLT ATTENDANT; WHO INFORMED CAPT. CAPT CALLED ME ON CREW INTERPHONE AND ASKED ME TO HAVE PAX COME TO FORWARD BOARDING DOOR; WHERE CAPT WOULD BE WAITING FOR HIM. WHEN I WENT TO PAX'S SEAT; HE REFUSED TO GO TO FRONT OF PLANE. I ADVISED CAPT OF THIS. HE ASKED ME TO TELL PAX THAT HE COULD COME FORWARD ON HIS OWN OR HE WOULD BE PHYSICALLY REMOVED FROM SEAT. PAX WENT FORWARD TO SPEAK WITH CAPT. CAPT ORIGINALLY TOLD PAX HE COULD REMAIN ON PLANE; BUT THAT HE WOULD BE SERVED NO ALCOHOL; AND THAT IF HE HARASSED FLT ATTENDANTS HE WOULD BE REMOVED. PAX CLAIMED CAPT WAS PICKING ON HIM; HE ONLY WANTED TO GO TO VANCOUVER AND 'NOT BRING A BOMB ON PLANE.' WITH THIS COMMENT; CAPT HAD PAX REMOVED. WHEN AGENT SAW PAX; SHE COMMENTED THAT PAX HAD GIVEN HER A HARD TIME AT BOARDING GATE. PAX SHOULD NEVER HAVE BEEN ALLOWED ON PLANE.",,,,"FLT ATTENDANT RPT REGARDING A PAX WHO BOARDED THE ACFT AND REQUESTED AN ALCOHOLIC BEVERAGE. WHEN TOLD THAT WAS NOT POSSIBLE HE STARTED TO GIVE THE FLT ATTENDANT A BAD TIME AND CALLING HER NAMES. HE SMELLED STRONGLY OF ALCOHOL AND HIS SEAT ASSIGNMENT WAS AT AN EMER EXIT. WHEN CAPT WAS INFORMED HE REQUESTED THE PAX TO COME FORWARD TO SPEAK WITH HIM. DURING THEIR DISCUSSION THE PAX STATED 'WELL IT IS NOT LIKE I AM BRINGING A BOMB ON THE PLANE.' THE PAX WAS REMOVED.",
432181,199903,1801-2400,ZMA.ARTCC,FL,,,,,,,,,Night,CLR,,Center ZMA.ARTCC,Air Carrier,B767 Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Cruise,Oceanic,Class A ZMA.A,,,,,,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant In Charge; Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 27; Flight Attendant Total 30,Safety Related Duties,,,,432181,Aircraft X,,Air Carrier,Passenger,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural FAR; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,,,General None Reported / Taken,Human Factors; Company Policy,Ambiguous,"PAX WAS DRUNK; TRIED TO STEAL FROM FLT ATTENDANT'S BAG AND LIQUOR CART. REFUSED TO SIT DOWN; WANDERED THE CABIN. TRIED TO STRIKE FLT ATTENDANT (ME); DEFECATED ON HERSELF. CAUSED A PROB THROUGHOUT FLT.",,,,"PURSER'S RPT ON DRUNK; PHYSICALLY ABUSIVE PAX WHO INTERFERED WITH FLT ATTENDANT DUTIES AND WAS CAUGHT STEALING.",
432318,199903,1801-2400,,SD,,,,,,,,,Night,CLR,,Center ZMP.ARTCC,Air Carrier,MD-80 Series (DC-9-80) Undifferentiated or Other Model,,2,Part 121,IFR,Passenger,,Taxi; Initial Approach,,Class A ZMP.A,,,,,,,High,139,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 14; Flight Attendant Total 14; Flight Attendant Type 90,Deplaning,,,,432318,Aircraft X,,Air Carrier,Flight Attendant In Charge; Flight Attendant (On Duty),Flight Attendant Current,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Other Person,,General None Reported / Taken,,,"2 PAX BEGAN FIST FIGHTING WHILE IN THEIR SEATS DURING DSCNT AND TAXI IN. PAX AROUND THEM TRIED TO RESTRAIN THEM. A FLT ATTENDANT FINALLY CALMED THEM DOWN AND REMAINED WITH THEM UNTIL AUTHS ARRIVED.",,,,"FLT ATTENDANT RPTED ON S80 THAT ON LNDG IN CHM; 2 PAX HAD A FIST FIGHT AND WERE DETAINED BY CABIN ATTENDANTS FOR AUTHS.",
432323,199903,0001-0600,ZMA.ARTCC,FL,,,,,,,,,Night,CLR,,Center ZMA.ARTCC,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,Oceanic,Class A ZMA.A,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,Flight Attendant Airline Total 9; Flight Attendant Total 9; Flight Attendant Type 75,Service,,,,432323,Aircraft X,,Air Carrier,Flight Attendant (On Duty); Flight Attendant In Charge,Flight Attendant Current,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Other / Unknown; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,,,General None Reported / Taken; General Physical Injury / Incapacitation,Human Factors,,"PAX WAS DRINKING BEFORE INCIDENT. WHILE I WAS IN THE GALLEY; PAX CAME BACK TO AISLE FOR WINE. I TOLD HER WE WERE OUT. SHE REMAINED IN THE GALLEY; AND PROCEEDED TO GO THROUGH OUR BEVERAGE CARTS. I STEPPED OUT OF THE GALLEY INTO THE AISLE FOR A MIN; AND RETURNED TO THE GALLEY TO FIND THE PAX GOING THROUGH MY TOTE BAG. I BELIEVE ALCOHOL WAS THE CONTRIBUTING FACTOR; AND THE FACT THAT WE HAD A FULL FLT. IT WAS DIFFICULT FOR THE CREW TO REALLY KEEP TABS ON WHO WAS DRINKING EXCESSIVELY. THIS PAX ASKED THE FLT ATTENDANTS FOR DRINKS ON BOTH AISLES; AND UNTIL SHE WAS REALLY INTOXICATED SHE STOOD OUT FROM THE REST. I KNOW THAT THE PURSER CAME TO SPEAK WITH THIS PAX; AND SHE WAS SHOVED AGAINST A CART. AS A CREW MEMBER I WAS DISAPPOINTED THAT THE SECURITY PERSONNEL WHO MET THE FLT IN MADRID WERE UNABLE TO DO ANYTHING; AND EVEN BOARDED HER IN THE SAME BUS AS ALL OF US CREW MEMBERS.",,,,"FLT ATTENDANT RPT ON AN AGGRESSIVE; INTOXICATED PAX; MIA; FL-MAD; SPAIN; TRYING TO STEAL LIQUOR AND SHOVING PURSER AGAINST CART. NO ARREST MADE.",
